PROPERTY TYPE,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
Condo/Co-op,Las Vegas,NV,89128,165000,2.0,2.0,1025.0,5227.0,1996.0,1,161.0,190.0,N,Y,36.2164184,-115.2622683
Single Family Residential,Las Vegas,NV,89131,715000,6.0,2.75,3574.0,29185.0,2006.0,1,200.0,61.0,N,Y,36.3145706,-115.2139492
Single Family Residential,Las Vegas,NV,89130,244900,3.0,3.25,1686.0,1742.0,2006.0,1,145.0,52.0,N,Y,36.24627279999999,-115.2357967
Single Family Residential,Las Vegas,NV,89129,260000,3.0,2.0,1290.0,4792.0,1995.0,1,202.0,13.0,N,Y,36.2455421,-115.2484506
Single Family Residential,Las Vegas,NV,89121,259500,3.0,2.0,1444.0,6098.0,1963.0,1,180.0,80.0,N,Y,36.1274664,-115.0845703
Single Family Residential,Las Vegas,NV,89139,287000,3.0,2.5,1952.0,3049.0,2005.0,1,147.0,30.0,N,Y,36.0543974,-115.21297659999998
Single Family Residential,Las Vegas,NV,89107,269999,3.0,2.0,1770.0,6098.0,1963.0,1,153.0,80.0,N,Y,36.1774509,-115.2306678
Single Family Residential,Las Vegas,NV,89106,275000,4.0,2.75,2598.0,6534.0,1965.0,1,106.0,80.0,N,Y,36.1736278,-115.1667063
Single Family Residential,Las Vegas,NV,89178,328000,3.0,2.75,2102.0,4356.0,2006.0,1,156.0,31.0,N,Y,36.0119021,-115.2695201
Townhouse,Las Vegas,NV,89129,219000,2.0,2.5,1281.0,2178.0,1996.0,1,171.0,70.0,N,Y,36.222952,-115.277393
Single Family Residential,Las Vegas,NV,89147,250000,3.0,1.5,1196.0,3920.0,1985.0,1,209.0,80.0,N,Y,36.1047443,-115.2536834
Single Family Residential,Las Vegas,NV,89108,264995,4.0,2.5,1837.0,6534.0,1965.0,1,144.0,80.0,N,Y,36.1994857,-115.21941409999998
Single Family Residential,Las Vegas,NV,89135,1100000,4.0,3.5,3739.0,6970.0,2005.0,1,294.0,245.0,N,Y,36.1537704,-115.3513068
Single Family Residential,Las Vegas,NV,89122,239999,3.0,2.5,1696.0,3049.0,2005.0,1,142.0,50.0,N,Y,36.1065267,-115.04759540000002
Condo/Co-op,Las Vegas,NV,89128,157900,2.0,1.75,1008.0,5227.0,1995.0,1,157.0,186.0,N,Y,36.1965319,-115.267925
Townhouse,Las Vegas,NV,89122,169990,2.0,2.0,1068.0,871.0,2007.0,1,159.0,94.0,N,Y,36.1351455,-115.0305288
Condo/Co-op,Las Vegas,NV,89109,925000,2.0,2.5,2805.0,5227.0,2005.0,1,330.0,80.0,N,Y,36.1382557,-115.15550690000002
Single Family Residential,Las Vegas,NV,89104,227927,3.0,1.0,1068.0,6098.0,1944.0,1,213.0,80.0,N,Y,36.1530805,-115.1362725
Vacant Land,Las Vegas,NV,89161,588888,0.0,2.0,1712.0,180338.0,,1,,80.0,N,Y,36.0193773,-115.325719
Single Family Residential,Las Vegas,NV,89104,229900,2.0,2.75,1030.0,6534.0,1951.0,1,223.0,80.0,N,Y,36.1490444,-115.1412524
Single Family Residential,Las Vegas,NV,89104,255000,3.0,2.0,1674.0,10019.0,1989.0,1,152.0,80.0,N,Y,36.1496243,-115.0759293
Single Family Residential,Las Vegas,NV,89128,375000,3.0,2.5,2232.0,6098.0,1989.0,1,168.0,22.0,N,Y,36.2034262,-115.2754007
Single Family Residential,Las Vegas,NV,89138,897000,4.0,3.5,2970.0,8276.0,2004.0,1,302.0,80.0,N,Y,36.18012720000001,-115.34952450000002
Single Family Residential,Las Vegas,NV,89183,245000,2.0,1.5,1273.0,2178.0,2005.0,1,192.0,60.0,N,Y,35.9735875,-115.1677716
Single Family Residential,Las Vegas,NV,89103,359900,3.0,2.0,2172.0,8712.0,1979.0,1,166.0,80.0,N,Y,36.1230135,-115.2209193
Single Family Residential,Las Vegas,NV,89107,285000,4.0,2.0,1907.0,6970.0,1963.0,1,149.0,80.0,N,Y,36.1783107,-115.1988508
Townhouse,Las Vegas,NV,89147,189900,3.0,1.75,1024.0,3920.0,1976.0,1,185.0,80.0,N,Y,36.107953,-115.246977
Single Family Residential,Las Vegas,NV,89128,650000,4.0,4.0,3322.0,7841.0,1995.0,1,196.0,80.0,N,Y,36.1940001,-115.2771371
Condo/Co-op,Las Vegas,NV,89128,237500,2.0,2.0,1333.0,2788.0,1997.0,1,178.0,265.0,N,Y,36.1892826,-115.28660259999998
Townhouse,Las Vegas,NV,89123,225000,2.0,1.75,1006.0,2614.0,2006.0,1,224.0,58.0,N,Y,36.03497,-115.131358
Condo/Co-op,Las Vegas,NV,89122,167900,3.0,2.0,1196.0,5227.0,1995.0,1,140.0,185.0,N,Y,36.1272962,-115.055092
Single Family Residential,Las Vegas,NV,89121,244000,4.0,2.5,1712.0,7405.0,1973.0,1,143.0,80.0,N,Y,36.1166378,-115.0753038
Single Family Residential,Las Vegas,NV,89142,222500,3.0,2.0,1277.0,3485.0,1987.0,1,174.0,80.0,N,Y,36.1374404,-115.0580674
Condo/Co-op,North Las Vegas,NV,89084,185000,2.0,2.0,1196.0,5227.0,2006.0,1,155.0,185.0,N,Y,36.2809096,-115.2056622
Single Family Residential,Las Vegas,NV,89178,340000,3.0,2.0,1824.0,4792.0,2006.0,2,186.0,80.0,N,Y,36.0160675,-115.2647969
Single Family Residential,Las Vegas,NV,89119,299900,4.0,2.5,2092.0,6970.0,1970.0,2,143.0,80.0,N,Y,36.0910334,-115.1209619
Single Family Residential,Las Vegas,NV,89110,499990,6.0,4.25,4550.0,13068.0,2001.0,2,110.0,80.0,N,Y,36.1678956,-115.02746129999998
Condo/Co-op,Las Vegas,NV,89103,217500,3.0,2.0,1131.0,5227.0,1997.0,2,192.0,262.0,N,Y,36.0951643,-115.2394419
Single Family Residential,Las Vegas,NV,89131,299888,4.0,3.0,1686.0,4356.0,2003.0,2,178.0,80.0,N,Y,36.3010626,-115.26729740000002
Single Family Residential,Las Vegas,NV,89138,695000,4.0,3.5,3413.0,8276.0,2013.0,2,204.0,70.0,N,Y,36.1696784,-115.363088
Condo/Co-op,Las Vegas,NV,89103,280000,0.0,1.0,615.0,5227.0,2006.0,2,455.0,552.0,N,Y,36.114414,-115.1990639
Single Family Residential,Las Vegas,NV,89147,306000,4.0,2.25,1916.0,5227.0,1995.0,2,160.0,80.0,N,Y,36.1216929,-115.2626669
Condo/Co-op,Las Vegas,NV,89103,135000,2.0,2.0,828.0,5227.0,1984.0,2,163.0,192.0,N,Y,36.1232169,-115.1928477
Single Family Residential,Las Vegas,NV,89129,289749,3.0,2.0,1436.0,4356.0,1995.0,2,202.0,27.0,N,Y,36.2215686,-115.2674826
Single Family Residential,Las Vegas,NV,89104,229900,3.0,1.75,1270.0,6098.0,1951.0,2,181.0,80.0,N,Y,36.1497769,-115.1377086
Condo/Co-op,Las Vegas,NV,89109,670000,2.0,2.0,1657.0,5227.0,2007.0,2,404.0,768.0,N,Y,36.1408981,-115.153688
Single Family Residential,Las Vegas,NV,89142,285000,3.0,2.5,2172.0,3920.0,1989.0,2,131.0,34.0,N,Y,36.13848220000001,-115.05959640000002
Single Family Residential,Las Vegas,NV,89139,415000,4.0,3.5,2960.0,3049.0,2013.0,2,140.0,28.0,N,Y,36.03858,-115.239676
Condo/Co-op,Las Vegas,NV,89103,109888,1.0,1.0,700.0,5227.0,1982.0,2,157.0,176.0,N,Y,36.1108296,-115.2097028
Single Family Residential,Las Vegas,NV,89179,465000,4.0,3.25,3166.0,5663.0,2017.0,2,147.0,42.0,N,Y,35.99275520000001,-115.2574342
Single Family Residential,Las Vegas,NV,89135,4250000,6.0,6.25,6016.0,12632.0,2016.0,2,706.0,375.0,N,Y,36.1097102,-115.3459137
Single Family Residential,Las Vegas,NV,89149,230995,3.0,2.5,1300.0,1742.0,2005.0,2,178.0,66.0,N,Y,36.2985015,-115.2941533
Condo/Co-op,Las Vegas,NV,89103,139888,2.0,1.75,978.0,5227.0,1982.0,2,143.0,225.0,N,Y,36.1081421,-115.2156596
Condo/Co-op,Las Vegas,NV,89103,119750,1.0,1.0,700.0,5227.0,1982.0,2,171.0,178.0,N,Y,36.110557,-115.2146905
Single Family Residential,Las Vegas,NV,89110,249900,4.0,1.75,1556.0,6970.0,1977.0,2,161.0,80.0,N,Y,36.16276060000001,-115.0754428
Single Family Residential,Las Vegas,NV,89141,359000,3.0,2.5,1716.0,4356.0,2016.0,2,209.0,87.0,N,Y,35.9652112,-115.1830344
Single Family Residential,Las Vegas,NV,89118,439900,4.0,2.5,2824.0,10454.0,2005.0,2,156.0,30.0,N,Y,36.0876396,-115.2349978
Single Family Residential,Las Vegas,NV,89139,339000,5.0,3.75,2432.0,3485.0,2012.0,2,139.0,17.0,N,Y,36.0373078,-115.20343590000002
Condo/Co-op,Las Vegas,NV,89147,195000,2.0,1.0,1117.0,5227.0,2003.0,2,175.0,178.0,N,Y,36.1065169,-115.310852
Single Family Residential,Las Vegas,NV,89147,519777,4.0,4.0,3390.0,6970.0,2013.0,2,153.0,72.0,N,Y,36.1048863,-115.2708397
Single Family Residential,Las Vegas,NV,89148,318988,2.0,2.0,1509.0,4792.0,2002.0,2,211.0,80.0,N,Y,36.0621354,-115.2946163
Single Family Residential,Las Vegas,NV,89142,242500,3.0,1.5,1485.0,8276.0,1967.0,2,163.0,80.0,N,Y,36.1454074,-115.0544068
Single Family Residential,Las Vegas,NV,89134,295000,2.0,2.0,1215.0,6534.0,1998.0,2,243.0,122.0,N,Y,36.1964192,-115.33434009999998
Single Family Residential,Las Vegas,NV,89131,280000,3.0,2.5,2083.0,3920.0,2006.0,2,134.0,39.0,N,Y,36.3182983,-115.21501440000002
Vacant Land,Las Vegas,NV,89146,189000,0.0,2.0,1712.0,50530.0,,2,,80.0,N,Y,36.1345303,-115.2186819
Condo/Co-op,Las Vegas,NV,89120,90000,1.0,1.0,616.0,5227.0,1997.0,2,146.0,192.0,N,Y,36.0987038,-115.11175559999998
Condo/Co-op,Las Vegas,NV,89128,160000,2.0,2.0,1136.0,5227.0,1988.0,2,141.0,163.0,N,Y,36.18440870000001,-115.2652223
Single Family Residential,Las Vegas,NV,89129,308000,3.0,2.0,1526.0,5227.0,1997.0,2,202.0,27.0,N,Y,36.2210076,-115.2660935
Condo/Co-op,Las Vegas,NV,89109,319000,1.0,1.5,814.0,5227.0,2007.0,2,392.0,542.0,N,Y,36.1408981,-115.153688
Townhouse,Las Vegas,NV,89122,226000,3.0,2.5,1685.0,871.0,2016.0,2,134.0,95.0,N,Y,36.1359926,-115.0318121
Single Family Residential,Las Vegas,NV,89124,309999,3.0,2.5,1943.0,3485.0,2010.0,2,160.0,31.0,N,Y,36.301406,-115.331192
Condo/Co-op,Las Vegas,NV,89103,129000,2.0,2.0,978.0,5227.0,1982.0,2,132.0,225.0,N,Y,36.1087174,-115.2133838
Single Family Residential,Las Vegas,NV,89147,419888,4.0,3.0,2386.0,6534.0,1996.0,2,176.0,80.0,N,Y,36.1258866,-115.3032282
Condo/Co-op,Las Vegas,NV,89119,125000,2.0,1.75,1164.0,1164.0,1984.0,2,107.0,200.0,N,Y,36.096439,-115.1286785
Single Family Residential,Las Vegas,NV,89148,339500,3.0,2.5,1662.0,3920.0,2001.0,2,204.0,19.0,N,Y,36.098139,-115.312916
Single Family Residential,Las Vegas,NV,89139,237000,3.0,2.5,1187.0,2614.0,2005.0,2,200.0,47.0,N,Y,36.05337670000001,-115.2146902
Single Family Residential,Las Vegas,NV,89131,285000,3.0,2.5,1855.0,3920.0,2003.0,2,154.0,39.0,N,Y,36.3141186,-115.209781
Single Family Residential,Las Vegas,NV,89113,435000,4.0,2.75,2302.0,7841.0,2004.0,2,189.0,43.0,N,Y,36.0482512,-115.2529888
Townhouse,Las Vegas,NV,89147,192000,2.0,1.0,854.0,3920.0,1977.0,2,225.0,80.0,N,Y,36.109049,-115.24631399999998
Single Family Residential,Las Vegas,NV,89156,265000,4.0,2.75,1969.0,8276.0,2000.0,2,135.0,33.0,N,Y,36.2097343,-115.0370303
Single Family Residential,Las Vegas,NV,89106,164999,3.0,1.0,912.0,5663.0,1957.0,2,181.0,80.0,N,Y,36.1868675,-115.1567473
Single Family Residential,Las Vegas,NV,89143,324000,5.0,2.75,2438.0,4792.0,2007.0,2,133.0,45.0,N,Y,36.313014,-115.2969777
Single Family Residential,Las Vegas,NV,89141,335000,2.0,2.5,1609.0,3920.0,2001.0,2,208.0,55.0,N,Y,35.9936843,-115.19408020000002
Single Family Residential,Las Vegas,NV,89149,332000,4.0,1.75,1851.0,7841.0,1995.0,2,179.0,8.0,N,Y,36.2647774,-115.2706545
Multi-Family (2-4 Unit),Las Vegas,NV,89101,395500,8.0,2.0,3356.0,6970.0,1961.0,2,118.0,80.0,N,Y,36.1592357,-115.1383758
Single Family Residential,Las Vegas,NV,89135,269000,3.0,2.0,1151.0,3920.0,1999.0,2,234.0,80.0,N,Y,36.132367,-115.3226272
Single Family Residential,Las Vegas,NV,89183,280000,3.0,2.5,1751.0,2614.0,2007.0,2,160.0,35.0,N,Y,35.9803283,-115.1705971
Condo/Co-op,Las Vegas,NV,89144,949900,3.0,2.5,2497.0,5227.0,2006.0,2,380.0,626.0,N,Y,36.1748836,-115.2960981
Multi-Family (2-4 Unit),Las Vegas,NV,89106,205555,2.0,2.0,1519.0,7841.0,1954.0,2,135.0,80.0,N,Y,36.1999276,-115.1573495
Single Family Residential,Las Vegas,NV,89148,349000,3.0,2.5,2231.0,3920.0,2013.0,2,156.0,35.0,N,Y,36.0593731,-115.2874395
Single Family Residential,Las Vegas,NV,89135,379950,3.0,2.0,1803.0,6534.0,2002.0,2,211.0,48.0,N,Y,36.1216468,-115.333692
Condo/Co-op,Las Vegas,NV,89120,190000,3.0,2.5,1356.0,5227.0,1990.0,2,140.0,205.0,N,Y,36.0698616,-115.1105846
Mobile/Manufactured Home,Las Vegas,NV,89156,165950,3.0,2.0,1390.0,6534.0,1996.0,2,119.0,80.0,N,Y,36.20130020000001,-115.0449078
Single Family Residential,Las Vegas,NV,89138,698900,3.0,3.5,3322.0,8276.0,2017.0,2,210.0,84.0,N,Y,36.1823311,-115.3613058
Single Family Residential,Las Vegas,NV,89139,310000,3.0,2.5,1855.0,3049.0,2005.0,2,167.0,14.0,N,Y,36.03926370000001,-115.2375217
Single Family Residential,Las Vegas,NV,89110,240000,3.0,2.0,1581.0,6534.0,1979.0,2,152.0,80.0,N,Y,36.1713646,-115.0727091
Single Family Residential,Las Vegas,NV,89106,160000,3.0,2.0,1096.0,3485.0,1997.0,2,146.0,70.0,N,Y,36.1928306,-115.1740479
Single Family Residential,Las Vegas,NV,89123,300000,3.0,2.5,1636.0,5227.0,2010.0,2,183.0,60.0,N,Y,36.0210034,-115.14437920000002
Single Family Residential,Las Vegas,NV,89107,719000,4.0,3.5,3534.0,19166.0,1961.0,2,203.0,80.0,N,Y,36.160091,-115.18646
Single Family Residential,Las Vegas,NV,89142,276900,4.0,2.5,1542.0,5227.0,1989.0,2,180.0,80.0,N,Y,36.1516055,-115.0442591
Townhouse,Las Vegas,NV,89122,220000,3.0,2.25,1468.0,871.0,2007.0,2,150.0,70.0,N,Y,36.1021944,-115.0514834
Condo/Co-op,Las Vegas,NV,89103,129000,1.0,1.0,879.0,5227.0,1985.0,2,147.0,185.0,N,Y,36.11545,-115.228372
Single Family Residential,Las Vegas,NV,89128,319900,5.0,3.5,2556.0,3920.0,1995.0,2,125.0,80.0,N,Y,36.18184520000001,-115.271488
Single Family Residential,Las Vegas,NV,89141,560000,3.0,3.5,3976.0,11761.0,2001.0,2,141.0,60.0,N,Y,35.9942682,-115.2126524
Single Family Residential,Las Vegas,NV,89129,309900,3.0,2.5,1928.0,4356.0,1996.0,2,161.0,80.0,N,Y,36.2263358,-115.2755859
Single Family Residential,Las Vegas,NV,89129,279987,3.0,2.5,1725.0,3485.0,2002.0,2,162.0,19.0,N,Y,36.2331178,-115.2706777
Single Family Residential,Las Vegas,NV,89108,200000,3.0,2.0,1470.0,6098.0,1961.0,2,136.0,80.0,N,Y,36.1837614,-115.2083916
Single Family Residential,Las Vegas,NV,89131,369000,3.0,2.0,2304.0,9148.0,2003.0,2,160.0,60.0,N,Y,36.2884262,-115.2126987
Townhouse,Las Vegas,NV,89106,165000,4.0,2.0,1276.0,871.0,2001.0,2,129.0,140.0,N,Y,36.180392,-115.170859
Single Family Residential,Las Vegas,NV,89131,335000,3.0,2.0,1610.0,8712.0,2009.0,2,208.0,25.0,N,Y,36.3301537,-115.2672048
Single Family Residential,Las Vegas,NV,89134,529900,4.0,2.75,3243.0,7405.0,1993.0,2,163.0,80.0,N,Y,36.1984429,-115.2888055
Single Family Residential,Las Vegas,NV,89129,280000,3.0,2.0,1360.0,4792.0,1998.0,2,206.0,27.0,N,Y,36.2206597,-115.274521
Single Family Residential,Las Vegas,NV,89130,235000,2.0,2.0,1050.0,3485.0,1999.0,2,224.0,35.0,N,Y,36.2693804,-115.2093179
Condo/Co-op,Las Vegas,NV,89148,209900,2.0,2.0,1248.0,5227.0,2007.0,2,168.0,128.0,N,Y,36.0601806,-115.2829078
Condo/Co-op,Las Vegas,NV,89122,149500,2.0,2.0,1050.0,5227.0,1998.0,2,142.0,145.0,N,Y,36.1024811,-115.0484908
Condo/Co-op,Las Vegas,NV,89145,95000,1.0,1.0,636.0,5227.0,1988.0,2,149.0,170.0,N,Y,36.1769971,-115.2554348
Single Family Residential,Las Vegas,NV,89135,365500,2.0,1.75,1589.0,5227.0,2005.0,2,230.0,225.0,N,Y,36.0922927,-115.316215
Single Family Residential,Las Vegas,NV,89147,355000,4.0,2.5,2284.0,6970.0,2001.0,2,155.0,89.0,N,Y,36.10216320000001,-115.3109602
Single Family Residential,Las Vegas,NV,89166,370000,3.0,3.0,2105.0,5663.0,2013.0,2,176.0,137.0,N,Y,36.30144979999999,-115.3206365
Single Family Residential,Las Vegas,NV,89107,269900,3.0,2.0,1215.0,6534.0,1986.0,2,222.0,80.0,N,Y,36.1657803,-115.2422916
Single Family Residential,Las Vegas,NV,89106,205000,3.0,2.0,1096.0,3485.0,1997.0,2,187.0,80.0,N,Y,36.1934363,-115.1735616
Single Family Residential,Las Vegas,NV,89143,239900,3.0,2.0,1230.0,4792.0,2000.0,2,195.0,48.0,N,Y,36.3118606,-115.29119
Condo/Co-op,Las Vegas,NV,89113,239999,3.0,2.0,1261.0,1261.0,2006.0,2,190.0,145.0,N,Y,36.04789829999999,-115.26070990000002
Townhouse,Las Vegas,NV,89134,360000,2.0,1.75,1636.0,3049.0,1990.0,2,220.0,200.0,N,Y,36.206218,-115.292286
Condo/Co-op,Las Vegas,NV,89142,174500,3.0,2.5,1396.0,5227.0,2005.0,2,125.0,175.0,N,Y,36.1458208,-115.0400896
Single Family Residential,Las Vegas,NV,89122,258500,3.0,2.5,1803.0,2614.0,2005.0,2,143.0,48.0,N,Y,36.1165087,-115.0333232
Single Family Residential,Las Vegas,NV,89108,224500,3.0,2.0,1262.0,6970.0,1983.0,2,178.0,80.0,N,Y,36.193616,-115.21291399999998
Single Family Residential,Las Vegas,NV,89104,274999,3.0,1.75,1502.0,7405.0,1978.0,2,183.0,80.0,N,Y,36.1535223,-115.0729871
Single Family Residential,Las Vegas,NV,89102,284999,4.0,2.0,1368.0,8276.0,1954.0,2,208.0,80.0,N,Y,36.1568234,-115.1903518
Single Family Residential,Las Vegas,NV,89149,365000,3.0,3.0,2026.0,5663.0,2006.0,2,180.0,70.0,N,Y,36.3024295,-115.310937
Single Family Residential,Las Vegas,NV,89117,1150000,3.0,3.5,3591.0,12632.0,1989.0,2,320.0,294.0,N,Y,36.1491292,-115.284453
Townhouse,Las Vegas,NV,89183,219000,2.0,2.0,1189.0,1307.0,2007.0,3,184.0,95.0,N,Y,35.996818299999994,-115.1383137
Single Family Residential,Las Vegas,NV,89178,340000,3.0,2.5,2251.0,3920.0,2006.0,3,151.0,35.0,N,Y,36.0042493,-115.2493305
Single Family Residential,Las Vegas,NV,89142,239999,3.0,2.0,1202.0,4356.0,1990.0,3,200.0,80.0,N,Y,36.1512033,-115.0460662
Single Family Residential,Las Vegas,NV,89117,1095000,5.0,3.25,5317.0,23522.0,1986.0,3,206.0,80.0,N,Y,36.1313901,-115.2550732
Single Family Residential,Las Vegas,NV,89108,276000,4.0,2.5,1924.0,3049.0,2006.0,3,143.0,73.0,N,Y,36.19459620000001,-115.2305752
Townhouse,Las Vegas,NV,89115,73000,2.0,1.75,825.0,871.0,1984.0,3,88.0,150.0,N,Y,36.21383,-115.091351
Condo/Co-op,Las Vegas,NV,89103,170000,2.0,2.0,884.0,884.0,1989.0,3,192.0,155.0,N,Y,36.102528,-115.24129209999998
Single Family Residential,Las Vegas,NV,89117,450000,3.0,2.5,2254.0,6098.0,1998.0,3,200.0,83.0,N,Y,36.15331550000001,-115.3117122
Single Family Residential,Las Vegas,NV,89123,1050000,5.0,4.0,3515.0,20473.0,2017.0,3,299.0,80.0,N,Y,36.0311196,-115.154882
Condo/Co-op,Las Vegas,NV,89146,155000,2.0,2.0,1266.0,1266.0,1985.0,3,122.0,275.0,N,Y,36.1418165,-115.2236569
Single Family Residential,Las Vegas,NV,89183,264999,3.0,2.5,1411.0,2178.0,2005.0,3,188.0,40.0,N,Y,36.0040622,-115.1272854
Single Family Residential,Las Vegas,NV,89104,310000,4.0,2.5,1826.0,6098.0,1976.0,3,170.0,80.0,N,Y,36.1486257,-115.0842459
Single Family Residential,Las Vegas,NV,89108,269000,3.0,2.0,1572.0,6534.0,1984.0,3,171.0,80.0,N,Y,36.18314390000001,-115.2261062
Single Family Residential,Las Vegas,NV,89149,259900,3.0,1.75,1303.0,3920.0,2000.0,3,199.0,13.0,N,Y,36.2686403,-115.2680383
Mobile/Manufactured Home,Las Vegas,NV,89121,110000,3.0,1.75,1100.0,6534.0,1980.0,3,100.0,80.0,N,Y,36.1273848,-115.0713654
Single Family Residential,Las Vegas,NV,89139,329999,4.0,2.5,2021.0,4792.0,2006.0,3,163.0,27.0,N,Y,36.0431262,-115.2394667
Single Family Residential,Las Vegas,NV,89122,246000,3.0,2.5,2228.0,4792.0,2005.0,3,110.0,45.0,N,Y,36.1152876,-115.036845
Single Family Residential,Las Vegas,NV,89115,225000,4.0,2.0,1346.0,6098.0,1996.0,3,167.0,80.0,N,Y,36.2396964,-115.0894814
Single Family Residential,Las Vegas,NV,89123,675000,2.0,2.0,3992.0,22651.0,1995.0,3,169.0,80.0,N,Y,36.0485283,-115.1693002
Single Family Residential,Las Vegas,NV,89131,689000,5.0,4.5,4043.0,12632.0,2005.0,3,170.0,85.0,N,Y,36.2910398,-115.2269398
Single Family Residential,Las Vegas,NV,89108,259900,3.0,1.75,1419.0,6098.0,1981.0,3,183.0,80.0,N,Y,36.2050484,-115.2153386
Townhouse,Las Vegas,NV,89149,229000,2.0,1.75,1417.0,3920.0,1993.0,3,162.0,230.0,N,Y,36.2586284,-115.2543317
Single Family Residential,Las Vegas,NV,89183,285000,3.0,2.0,1410.0,5663.0,1999.0,3,202.0,25.0,N,Y,36.0085163,-115.1478534
Condo/Co-op,Las Vegas,NV,89129,229000,2.0,2.0,1270.0,5227.0,2003.0,3,180.0,145.0,N,Y,36.2333191,-115.3275725
Single Family Residential,Las Vegas,NV,89134,385000,2.0,1.75,1653.0,7405.0,1992.0,3,233.0,116.0,N,Y,36.2091726,-115.3094786
Single Family Residential,Las Vegas,NV,89149,689999,3.0,2.5,3464.0,20473.0,2014.0,3,199.0,50.0,N,Y,36.2831186,-115.3209374
Single Family Residential,Las Vegas,NV,89142,245000,3.0,2.0,1632.0,5227.0,1993.0,3,150.0,80.0,N,Y,36.1524276,-115.0415483
Condo/Co-op,Las Vegas,NV,89118,120000,1.0,1.0,668.0,5227.0,1989.0,3,180.0,181.0,N,Y,36.09593579999999,-115.2231507
Single Family Residential,Las Vegas,NV,89123,395000,4.0,2.5,2222.0,6970.0,1996.0,3,178.0,80.0,N,Y,36.0463614,-115.1427347
Condo/Co-op,Las Vegas,NV,89108,90000,1.0,1.0,685.0,685.0,2004.0,3,131.0,190.0,N,Y,36.1963709,-115.1942939
Condo/Co-op,Las Vegas,NV,89142,182000,2.0,2.5,1396.0,5227.0,2005.0,3,130.0,192.0,N,Y,36.144995,-115.0388103
Single Family Residential,Las Vegas,NV,89139,299900,4.0,2.5,2118.0,3485.0,2006.0,3,142.0,44.0,N,Y,36.047573,-115.21821
Single Family Residential,Las Vegas,NV,89183,255000,3.0,2.5,1422.0,3049.0,2002.0,3,179.0,44.0,N,Y,35.9968312,-115.140766
Single Family Residential,Las Vegas,NV,89107,241999,3.0,1.75,1276.0,6098.0,1961.0,3,190.0,80.0,N,Y,36.1616735,-115.2287228
Single Family Residential,Las Vegas,NV,89156,269900,3.0,2.5,1627.0,9148.0,1996.0,3,166.0,80.0,N,Y,36.2100621,-115.0309136
Single Family Residential,Las Vegas,NV,89147,283000,3.0,2.0,1272.0,4356.0,2000.0,3,222.0,80.0,N,Y,36.1237571,-115.3007168
Single Family Residential,Las Vegas,NV,89149,279999,3.0,3.0,1693.0,2178.0,2007.0,3,165.0,65.0,N,Y,36.2817853,-115.2991538
Single Family Residential,Las Vegas,NV,89178,625000,5.0,3.0,4448.0,9148.0,2006.0,3,141.0,48.0,N,Y,36.0126511,-115.267691
Single Family Residential,Las Vegas,NV,89103,295000,3.0,1.75,1538.0,7405.0,1981.0,3,192.0,80.0,N,Y,36.1054755,-115.2348357
Townhouse,Las Vegas,NV,89110,119900,2.0,2.0,942.0,871.0,1981.0,3,127.0,187.0,N,Y,36.1672926,-115.0825918
Single Family Residential,Las Vegas,NV,89166,300000,3.0,2.5,1737.0,2178.0,2015.0,3,173.0,45.0,N,Y,36.3089625,-115.30017240000002
Single Family Residential,Las Vegas,NV,89131,575333,3.0,2.5,3408.0,16117.0,2005.0,3,169.0,85.0,N,Y,36.2930745,-115.22777340000002
Townhouse,Las Vegas,NV,89178,315000,3.0,2.5,2063.0,2178.0,2016.0,3,153.0,100.0,N,Y,36.00813400000001,-115.262489
Single Family Residential,Las Vegas,NV,89131,435000,3.0,3.5,2104.0,6534.0,2018.0,3,207.0,75.0,N,Y,36.28765,-115.2095907
Single Family Residential,Las Vegas,NV,89123,358900,3.0,2.5,2436.0,4792.0,2002.0,3,147.0,15.0,N,Y,36.02560120000001,-115.1530415
Single Family Residential,Las Vegas,NV,89178,349999,4.0,3.0,2034.0,3920.0,2005.0,3,172.0,52.0,N,Y,36.0379495,-115.3023165
Single Family Residential,Las Vegas,NV,89128,500000,5.0,3.0,3213.0,8276.0,1993.0,3,156.0,80.0,N,Y,36.1824283,-115.2550263
Multi-Family (2-4 Unit),Los Angeles,CA,90043.0,589000,4.0,2.0,1956.0,5380.0,1919.0,3,301.0,400.0,N,Y,33.991058,-118.323299
Multi-Family (2-4 Unit),North Hollywood,CA,91606.0,1050000,6.0,3.0,2440.0,7802.0,1924.0,3,430.0,400.0,N,Y,34.1913544,-118.3857981
Townhouse,North Hills,CA,91343.0,429500,3.0,3.0,1437.0,178914.0,1981.0,3,299.0,375.0,N,Y,34.2362354,-118.4753647
Condo/Co-op,Sherman Oaks,CA,91423.0,599000,2.0,2.0,1240.0,41935.0,1978.0,4,483.0,426.0,N,Y,34.1617309,-118.4316444
Single Family Residential,West Hills,CA,91304.0,939999,4.0,3.0,2114.0,9423.0,1984.0,4,445.0,400.0,N,Y,34.2135239,-118.6436391
Townhouse,Canoga Park,CA,91304.0,379000,3.0,3.0,1558.0,34612.0,1979.0,5,243.0,210.0,N,Y,34.2190848,-118.60464170000002
